Gene	Mean	Std	Median	Max	Min	CV
ENSG00000076513	10.957793154068048	3.2062651959355994	10.647800810880819	22.33838495401247	4.981611850095971	0.2926010944762486
ENSG00000102287	0.8546300835253333	0.7137014165148713	0.640609595925235	5.908084324381426	-0.0325329067202277	0.8350900341239561
ENSG00000106100	1.740891543680683	0.584049099440457	1.6367231746478659	4.864706196573034	0.6556571693178253	0.3354865768029806
ENSG00000246223	0.3730193798986094	0.09518610390153295	0.3586313458680956	0.754272726485371	0.150232056640729	0.2551705281964784
ENSG00000158966	7.525159653448769	6.3921471868801945	6.288491584790821	55.98236257583312	0.6523590988833812	0.849435624876668
ENSG00000127419	0.9843817381128348	0.2946581508515921	0.9600522198295699	2.780191826261546	0.4499512494789745	0.29933017460759836
ENSG00000131127	0.6400877155276816	0.16593451505141227	0.616803572034921	1.2016054038968316	0.1403883417125778	0.25923309992540705
ENSG00000224843	0.15102025041623998	0.19788815174182842	0.12495626346087554	1.1023618724062916	-0.2450702798462857	1.3102550727185307
ENSG00000135723	2.458965078827692	0.8295690276476329	2.3883972026516735	5.062987708714848	0.9950051508131752	0.33736373938491765
ENSG00000172824	0.6078401550286401	0.31481433101181794	0.5215706320671321	2.4195346900803605	0.1205309287751821	0.5179143715065514
ENSG00000188818	1.1019033304925228	0.48446606324896196	0.9661282663934843	3.297192210141124	0.4124253837869675	0.43965895487662343
ENSG00000152292	-0.26396548694378286	0.049883870862103746	-0.2605859313861682	-0.1202929557304621	-0.4216526858590559	-0.1889859212236342
ENSG00000150712	2.507749912730207	0.573435273936706	2.4410274242118604	5.234839809164203	1.4137915453841454	0.2286643434348566
ENSG00000171045	0.4829892470473835	0.10964082030804087	0.4703910215001947	1.0173596884467546	0.275121898489349	0.2269999818390707
ENSG00000155754	0.2323884201131283	0.1421072086164777	0.1889240454384617	0.8829577575632268	0.0162795897913613	0.6114809582066086
ENSG00000188735	0.6471770358556251	0.15648265541443196	0.6104863301115879	1.2384610547071493	0.3318676724993309	0.24178892150945405
ENSG00000119787	3.6851605762276987	1.0431371248352455	3.579116323701405	6.574350700157706	1.4321947979915732	0.28306345751382994
ENSG00000121892	4.703056933514369	1.071834046034411	4.505759058446869	8.849865862819742	2.89476377625222	0.22790108267361667
